Project_ID,CO2_Reduction,Energy_Output,Environmental_Risk_Index,Konteks_Lingkungan,Peringkat_Dampak,Investment_Cost,Revenue_Stream,Debt_Ratio,Payment_Delay,Konteks_Proyek,Status_Rank,GDP_Growth,Interest_Rate,Bond_Yield,Konteks_Ekonomi,Daya_Tarik_Investasi
PLTS-SULU-734,65882,16173,52,New Kristopherfurt: cuaca stabil,Medium: ★★☆☆☆,85.53,6.94,0.69,49,"PLTS di Figueroaport, biaya logistik tinggi",High: ★☆☆☆☆,5.3,4,4.5,Madisonview: industri kuat,High: 💵💵💵💵
PLTM-SULTRA-735,29331,12563,47,Adamsfurt: cuaca stabil,Medium: ★★☆☆☆,160.17,15,0.7,23,"PLTM di Lake Paige, akses mudah",High: ★★★★★☆☆,4,5.1,6.3,Bartlettland: pariwisata berkembang,Low: 💵💵
PLTS-JATENG-736,74974,30447,58,Walkerfurt: debit air kuat,High: ★★★★★,78.06,5.89,0.36,11,"PLTS di North Richard, permintaan pasar tinggi",Low: ★★★★★☆☆,5.2,4.2,5.2,North Mary: pariwisata berkembang,Medium: 💵💵💵
PLTA-JATENG-737,43454,9801,50,Joshuahaven: cuaca stabil,Medium: ★★☆☆☆,222.77,15.19,0.64,16,"PLTA di Danaside, akses mudah",Medium: ★☆☆☆,3.7,4.2,5.1,Bullockshire: ekonomi agro,Low: 💵💵
PLTB-SULU-738,42375,14958,39,Chadland: risiko sedang,Low: ★☆☆☆☆,169.12,9.09,0.56,30,"PLTB di Snowstad, akses mudah",Medium: ★★★★☆☆☆☆,5,3.5,5,Lake Marystad: pertumbuhan stabil,High: 💵💵💵💵
PLTM-BALI-739,29025,9991,45,New Christie: debit air kuat,High: ★★★★★,239.92,21.85,0.51,26,"PLTM di Lake Jessicamouth, tantangan lahan",Low: ★★★★★,5.9,4.1,5.2,Thomasstad: pertumbuhan stabil,Low: 💵💵
PLTB-ACHD-740,46555,15002,50,Catherineville: debit air kuat,High: ★★★★★,122.75,14.28,0.47,27,"PLTB di Darylberg, biaya logistik tinggi",Medium: ★☆,6.2,3.9,5,Millerburgh: ekonomi agro,Medium: 💵💵💵
PLTB-NTT-741,58331,15479,57,"Sumba: radiasi matahari tinggi, rawan kekeringan",High: ★★★★★,14.62,0.96,0.51,11,"PLTB di South Jillianborough, permintaan pasar tinggi",High: ★★☆☆,4,3.9,5,Beckerberg: pertumbuhan stabil,Medium: 💵💵💵
PLTB-GORONT-742,57026,18963,35,West Shelly: debit air kuat,Low: ★☆☆☆☆,168.45,13.89,0.69,50,"PLTB di East Johaven, akses mudah",Low: ★★,5.6,4,4.7,Lake Ivanbury: industri kuat,Medium: 💵💵💵
PLTB-DIY-743,43470,15800,40,Montgomerymouth: cuaca stabil,Low: ★☆☆☆☆,163.4,15.41,0.59,39,"PLTB di Chrischester, permintaan pasar tinggi",Medium: ★★★,5,4.1,4.9,New Sarahmouth: industri kuat,Low: 💵💵
PLTB-JABW-744,40746,10978,34,Landryshire: radiasi matahari tinggi,High: ★★★★☆,173.66,11.45,0.58,23,"PLTB di North Kellishire, permintaan pasar tinggi",High: ★★★★★☆☆☆☆,5.4,4.3,5,West Susanville: pertumbuhan stabil,Medium: 💵💵💵
PLTS-SULU-745,89955,30636,23,East Amandafurt: debit air kuat,High: ★★★★☆,108.81,11.3,0.59,18,"PLTS di Lambland, permintaan pasar tinggi",High: ★★★☆☆,3.2,3.3,4.2,Port Marisamouth: pariwisata berkembang,Medium: 💵💵💵
PLTB-JABW-746,38369,16346,45,Port Kimberlyport: radiasi matahari tinggi,Medium: ★★☆☆☆,223.11,16.55,0.71,30,"PLTB di South Cherylstad, permintaan pasar tinggi",High: ★★★☆☆☆☆,6.1,4.7,5.8,Petertown: industri kuat,Medium: 💵💵💵
PLTS-SULS-747,45550,27304,45,North Keithfort: debit air kuat,Low: ★☆☆☆☆,145.95,16.77,0.69,10,"PLTS di Lisaside, akses mudah",High: ★★★★☆,5.5,4.5,5.6,Anneville: pariwisata berkembang,High: 💵💵💵💵
PLTS-SULTRA-748,37607,22504,46,Lake Jonathanmouth: cuaca stabil,Medium: ★★★☆☆,109.62,8.28,0.5,52,"PLTS di West Sandraport, tantangan lahan",Medium: ★★★★★☆☆,6.4,4.8,5.5,Lake Kevinside: pertumbuhan stabil,Medium: 💵💵💵
PLTM-JATENG-749,36031,9958,61,North Kimberly: cuaca stabil,Medium: ★★☆☆☆,175.48,16.89,0.63,33,"PLTM di Vargashaven, akses mudah",High: ★☆☆,7.3,3.5,4,West Brandon: pariwisata berkembang,Low: 💵💵
PLTM-JABAR-750,32248,7296,40,South Kellyberg: cuaca stabil,High: ★★★★☆,99.93,6.15,0.5,50,"PLTM di New Wendy, permintaan pasar tinggi",Medium: ★★★☆☆☆☆,5.4,3.7,4.6,Jeffreyfurt: industri kuat,Medium: 💵💵💵
PLTB-JABW-751,58942,14934,41,Port Richardville: risiko sedang,Low: ★☆☆☆☆,168.29,6.93,0.36,50,"PLTB di Feliciamouth, tantangan lahan",High: ★★★★★☆,5.3,4.2,5.8,South Katrinatown: pertumbuhan stabil,High: 💵💵💵💵💵
PLTM-PAPU-752,36106,14459,53,Meyersshire: risiko sedang,Low: ★☆☆☆☆,164.86,18.69,0.39,18,"PLTM di Hallbury, biaya logistik tinggi",High: ★★,5.3,5.1,6.2,Solomonchester: industri kuat,Medium: 💵💵💵
PLTM-JABW-753,46554,10112,54,North Rickyfort: cuaca stabil,High: ★★★★★,151.68,5.41,0.48,54,"PLTM di Pricemouth, permintaan pasar tinggi",Medium: ★☆☆,4.1,4.4,5.7,Port Matthewhaven: pariwisata berkembang,Low: 💵💵
PLTB-DIY-754,53240,21296,42,East Karl: radiasi matahari tinggi,Medium: ★★☆☆☆,210.1,16.84,0.61,43,"PLTB di Lake Timothy, tantangan lahan",Low: ★★☆☆☆☆,4.8,4.3,5.2,South Jessica: pariwisata berkembang,Medium: 💵💵💵
PLTB-JABW-755,59764,13471,28,Port Edwardton: debit air kuat,Medium: ★★★☆☆,184.37,14.42,0.55,35,"PLTB di Briantown, akses mudah",High: ★☆☆☆,5.7,3.7,4.6,Robinside: ekonomi agro,Low: 💵💵
PLTS-DIY-756,95988,32695,50,Port Patricia: risiko sedang,Medium: ★★☆☆☆,135.89,14.22,0.51,31,"PLTS di Nicolefort, permintaan pasar tinggi",Low: ★☆,4.3,2.8,4.3,Jessicaview: pertumbuhan stabil,High: 💵💵💵💵
PLTS-DIY-757,62040,24367,25,Jacksonside: radiasi matahari tinggi,High: ★★★★☆,184.76,13.39,0.47,25,"PLTS di North Courtneymouth, biaya logistik tinggi",Medium: ★☆☆,5.4,3.3,4,Bowmanborough: pariwisata berkembang,Medium: 💵💵💵
PLTM-KALSEL-758,20251,7728,56,Port Andrew: cuaca stabil,High: ★★★★☆,51.77,2.61,0.6,49,"PLTM di East Jeffreymouth, tantangan lahan",High: ★☆☆☆☆,4.6,5,6.6,West Yolanda: pertumbuhan stabil,High: 💵💵💵💵
PLTS-SUMUT-759,61981,27785,42,"Tapanuli: banjir musiman, debit air stabil",Medium: ★★★☆☆,120.13,6.02,0.6,54,"PLTS di South Michele, biaya logistik tinggi",Medium: ★☆☆,4.9,3.8,4.9,Westtown: industri kuat,Low: 💵💵
PLTB-MALUKU-760,42492,13392,46,West David: cuaca stabil,Medium: ★★☆☆☆,169.3,9.56,0.69,13,"PLTB di East Danielberg, biaya logistik tinggi",Medium: ★,3.6,3.7,4.6,South Laurenberg: ekonomi agro,High: 💵💵💵💵💵
PLTM-DIY-761,30546,10304,73,Durantown: cuaca stabil,Medium: ★★★☆☆,107.46,13.84,0.64,39,"PLTM di Michaelport, tantangan lahan",High: ★☆,5.1,4.2,6,West Thomas: pertumbuhan stabil,Medium: 💵💵💵
PLTA-KALSEL-762,40064,13518,33,Frenchside: risiko sedang,Medium: ★★☆☆☆,151.61,6.9,0.6,10,"PLTA di North Bryan, biaya logistik tinggi",Low: ★★★★★☆☆,6.4,4.1,5,East Kyleshire: industri kuat,High: 💵💵💵💵💵
PLTB-JABAR-763,43818,21594,32,Josephport: debit air kuat,High: ★★★★☆,242.32,28.76,0.63,38,"PLTB di Port Benjamin, akses mudah",Low: ★☆☆☆,5,4.5,5.8,Nicholasbury: industri kuat,Low: 💵💵
PLTB-SULU-764,41940,15893,25,West Reneeport: radiasi matahari tinggi,Medium: ★★★☆☆,170.45,15.91,0.47,44,"PLTB di Carrside, akses mudah",High: ★★★☆☆,4.6,3.3,4,Toddstad: industri kuat,Medium: 💵💵💵
PLTS-JABAR-765,83265,21332,31,Davidshire: risiko sedang,Low: ★☆☆☆☆,68.63,5.75,0.6,42,"PLTS di Port Marcus, biaya logistik tinggi",Low: ★★☆☆☆☆,4.4,3.9,5,Carloston: pariwisata berkembang,Medium: 💵💵💵
PLTM-BALI-766,29295,7571,73,Garychester: debit air kuat,High: ★★★★☆,118.34,9.24,0.7,39,"PLTM di Charleschester, permintaan pasar tinggi",Medium: ★★★☆☆☆,7.8,3.4,4.5,Scottberg: ekonomi agro,High: 💵💵💵💵
PLTB-KALB-767,42924,15844,34,Kaylafort: cuaca stabil,Medium: ★★★☆☆,93.72,7.42,0.45,10,"PLTB di Port Mary, akses mudah",Low: ★★☆,5.8,4,5.1,Ferrellhaven: industri kuat,Medium: 💵💵💵
PLTB-BALI-768,45338,16531,49,North Rebeccatown: risiko sedang,Medium: ★★★☆☆,91.8,6.69,0.51,10,"PLTB di Knightstad, permintaan pasar tinggi",Low: ★★★★★☆☆☆☆,4.3,2.9,4.3,New Stephanie: pertumbuhan stabil,Low: 💵💵
PLTA-SULS-769,43134,22653,61,New Scottshire: debit air kuat,Medium: ★★☆☆☆,85.7,4.99,0.86,47,"PLTA di New Staceyburgh, permintaan pasar tinggi",Low: ★★☆☆,6.4,4,5.1,East Lauren: pertumbuhan stabil,High: 💵💵💵💵💵
PLTM-PAPU-770,30584,13297,47,North Beckymouth: radiasi matahari tinggi,High: ★★★★☆,48.38,2.59,0.6,31,"PLTM di New Sarahstad, akses mudah",Low: ★★★☆☆☆☆,4.1,4,4.7,New Marie: industri kuat,Medium: 💵💵💵
PLTM-NTT-771,29523,14559,57,"Sumba: radiasi matahari tinggi, rawan kekeringan",High: ★★★★☆,149.52,14.59,0.65,17,"PLTM di Robinfort, permintaan pasar tinggi",Low: ★★★☆☆,6.2,3.8,4.7,Wilsonbury: industri kuat,Medium: 💵💵💵
PLTB-PAPU-772,36988,16284,59,North Robert: cuaca stabil,Medium: ★★☆☆☆,215,21.33,0.42,18,"PLTB di Fergusonville, akses mudah",High: ★★★☆☆,5.9,3.1,4.4,North Douglasmouth: industri kuat,High: 💵💵💵💵
PLTB-MALUKU-773,46322,20810,25,South Brycechester: risiko sedang,High: ★★★★★,208.56,10.57,0.53,58,"PLTB di New Sarahtown, akses mudah",Medium: ★★☆☆☆☆,4.2,3.1,4.1,Lake Victor: ekonomi agro,High: 💵💵💵💵
PLTM-JABW-774,47642,20000,55,New Michael: debit air kuat,Medium: ★★☆☆☆,205.83,17.42,0.65,15,"PLTM di Natashafort, tantangan lahan",Medium: ★★★★★☆☆,4.7,4.1,5.3,Brianberg: pertumbuhan stabil,Medium: 💵💵💵
PLTB-KALTIM-775,44215,17690,44,Wrightchester: risiko sedang,Medium: ★★★☆☆,191.32,11.23,0.59,33,"PLTB di Scottchester, tantangan lahan",High: ★★★★,6.5,4.6,6,South Brianland: pariwisata berkembang,Medium: 💵💵💵
PLTM-SUMUT-776,35171,12962,65,"Tapanuli: banjir musiman, debit air stabil",High: ★★★★★,228.01,9.34,0.47,38,"PLTM di North Dylan, akses mudah",Medium: ★★★★,6,3.9,4.7,Port Toni: pariwisata berkembang,Medium: 💵💵💵
PLTA-PAPU-777,37458,15779,23,Geraldshire: radiasi matahari tinggi,Medium: ★★★☆☆,254.55,20.25,0.59,18,"PLTA di Jamesborough, biaya logistik tinggi",Medium: ★★,5.5,4.5,5.8,Angelview: ekonomi agro,Medium: 💵💵💵
PLTB-SUMUT-778,60736,15476,40,"Tapanuli: banjir musiman, debit air stabil",Medium: ★★★☆☆,188.45,13.09,0.6,39,"PLTB di West Sharon, tantangan lahan",Medium: ★★★☆☆,5.3,4.4,4.9,Bonnieborough: pariwisata berkembang,Medium: 💵💵💵
PLTS-JATENG-779,85721,23831,42,Haleystad: risiko sedang,Medium: ★★★☆☆,188.85,21.18,0.74,26,"PLTS di East Davidfort, biaya logistik tinggi",Medium: ★★★★★,6.1,4.7,5.8,Port Natashatown: ekonomi agro,High: 💵💵💵💵💵
PLTS-SULTRA-780,75482,29364,42,North Dustin: radiasi matahari tinggi,High: ★★★★★,134.55,11.85,0.6,16,"PLTS di East Christopherborough, biaya logistik tinggi",High: ★★☆☆,4.3,4.6,5.6,North Vincentside: pertumbuhan stabil,Medium: 💵💵💵
PLTA-NTB-781,70487,11498,36,Herrerachester: radiasi matahari tinggi,Medium: ★★★☆☆,151.63,15.58,0.64,59,"PLTA di Garciatown, permintaan pasar tinggi",Low: ★★★★★☆☆,5.2,3.4,4.1,East Valeriemouth: industri kuat,High: 💵💵💵💵
PLTA-NTT-782,53225,12543,37,"Sumba: radiasi matahari tinggi, rawan kekeringan",High: ★★★★☆,175.05,10.56,0.76,60,"PLTA di Lake Tracyville, tantangan lahan",High: ★☆,6,3.2,3.9,Lindamouth: pariwisata berkembang,High: 💵💵💵💵💵
PLTM-KALSEL-783,18999,9652,62,Robertville: debit air kuat,Medium: ★★☆☆☆,129.31,11.54,0.45,56,"PLTM di Port Pamelachester, akses mudah",High: ★★★★★☆,5.6,3.7,4.7,Lake April: pariwisata berkembang,Medium: 💵💵💵
PLTA-BANTEN-784,49071,12913,27,Lake Travisstad: cuaca stabil,Medium: ★★★☆☆,198.39,17.45,0.71,22,"PLTA di South John, tantangan lahan",Medium: ★★★★★☆☆☆☆,5.3,4.1,4.6,Kennethville: pariwisata berkembang,Medium: 💵💵💵
PLTM-JABAR-785,33107,11917,74,Carolineberg: risiko sedang,Medium: ★★★☆☆,184.35,20.41,0.66,57,"PLTM di Lake Ericashire, biaya logistik tinggi",Medium: ★★★☆☆☆,4.4,4.1,5.2,Jasonport: pariwisata berkembang,High: 💵💵💵💵💵
PLTB-DIY-786,40608,16462,41,Shannonberg: debit air kuat,High: ★★★★☆,230.28,8.84,0.72,54,"PLTB di Rebeccatown, permintaan pasar tinggi",High: ★☆☆☆,4.3,3.3,4.7,Aprilmouth: ekonomi agro,High: 💵💵💵💵
PLTA-SULS-787,57318,23018,57,Port Vincenthaven: debit air kuat,High: ★★★★★,252.99,23.07,0.58,23,"PLTA di Snyderton, tantangan lahan",Low: ★★★★☆☆☆☆,5.3,4.6,5.4,Lake Joanneview: pertumbuhan stabil,High: 💵💵💵💵
PLTB-BALI-788,43481,16764,13,Bridgesstad: radiasi matahari tinggi,Low: ★☆☆☆☆,156.9,6.63,0.61,16,"PLTB di West Randyland, akses mudah",High: ★★★★☆☆☆☆,5.7,3.8,5.3,Ramirezshire: pertumbuhan stabil,High: 💵💵💵💵💵
PLTM-PAPU-789,24776,15573,61,South Brianburgh: cuaca stabil,High: ★★★★★,64.2,8.62,0.59,34,"PLTM di North Christy, permintaan pasar tinggi",High: ★★★★★☆☆☆☆,4.3,3.3,4.2,Carrfurt: industri kuat,Medium: 💵💵💵
PLTS-BANTEN-790,73088,25513,32,East Melanie: radiasi matahari tinggi,Medium: ★★★☆☆,181.66,13.12,0.41,20,"PLTS di Kyletown, permintaan pasar tinggi",Low: ★★,4.9,2.8,3.9,East Jeremychester: pariwisata berkembang,Medium: 💵💵💵
PLTB-DIY-791,40206,18653,64,New Matthew: cuaca stabil,Medium: ★★★☆☆,102.56,10.38,0.56,23,"PLTB di Choiview, akses mudah",High: ★★★★☆☆☆,6.4,3.8,4.5,Alexanderstad: industri kuat,Medium: 💵💵💵
PLTA-MALUKU-792,56872,16256,32,Doughertyside: risiko sedang,Medium: ★★★☆☆,126.11,9.98,0.73,53,"PLTA di Jamesborough, tantangan lahan",Low: ★★★★☆☆☆☆,3.5,4,5.2,North Erin: ekonomi agro,Medium: 💵💵💵
PLTM-JATENG-793,36354,15929,54,Port Nicoleborough: radiasi matahari tinggi,High: ★★★★★,140.77,12.93,0.61,41,"PLTM di New Nicole, tantangan lahan",High: ★☆☆,4.7,4.3,5.1,Arthurstad: pariwisata berkembang,High: 💵💵💵💵
PLTA-BANTEN-794,43888,15888,65,Benjaminborough: radiasi matahari tinggi,Medium: ★★★☆☆,-11.05,-0.97,0.6,21,"PLTA di Jennaberg, tantangan lahan",High: ★★★★☆,3.7,4.2,5.3,Adkinsview: industri kuat,Medium: 💵💵💵
PLTM-JATENG-795,39127,5000,68,Sharontown: cuaca stabil,Medium: ★★★☆☆,113.11,10.6,0.67,12,"PLTM di New Tracyberg, akses mudah",High: ★★★★★☆☆,4.3,4.3,5.2,Proctorport: industri kuat,Medium: 💵💵💵
PLTM-JATIM-796,20500,15503,47,Lake Katrina: debit air kuat,Medium: ★★★☆☆,107.28,7.72,0.63,58,"PLTM di Lisahaven, biaya logistik tinggi",Low: ★★★★★☆☆,5,4.3,4.9,Lake Elizabeth: ekonomi agro,Low: 💵💵
PLTB-DIY-797,42576,17536,73,Lake Ana: risiko sedang,Medium: ★★☆☆☆,144.31,14.68,0.6,42,"PLTB di Johntown, biaya logistik tinggi",High: ★★★★☆,4.6,3.9,4.8,Currymouth: pariwisata berkembang,Low: 💵💵
PLTB-BALI-798,56036,23498,50,Duncanstad: risiko sedang,Medium: ★★★☆☆,209.35,12.71,0.56,10,"PLTB di North Deborah, permintaan pasar tinggi",Low: ★★★☆,4.4,4.2,5.1,Riceport: pertumbuhan stabil,High: 💵💵💵💵
PLTB-KALTIM-799,57297,14275,45,Port Cheryl: cuaca stabil,Low: ★☆☆☆☆,184.34,7.13,0.81,52,"PLTB di Donovantown, akses mudah",Medium: ★★☆☆☆,4.8,3,4,East Nicolehaven: pariwisata berkembang,Low: 💵💵
PLTS-NTT-800,75501,24590,44,"Sumba: radiasi matahari tinggi, rawan kekeringan",Medium: ★★☆☆☆,187.37,16.11,0.65,44,"PLTS di South Christinaville, tantangan lahan",Low: ★★★☆☆☆,4.9,4.9,5.5,Lake Christine: industri kuat,Low: 💵💵
PLTA-BANTEN-801,51396,18260,57,New Christinachester: risiko sedang,Medium: ★★☆☆☆,107.81,4.87,0.62,12,"PLTA di Juliachester, akses mudah",High: ★★★★★☆☆☆☆,5.2,4.7,5.3,South Scott: pariwisata berkembang,High: 💵💵💵💵
PLTA-JATENG-802,61546,27469,39,Littlehaven: debit air kuat,Low: ★☆☆☆☆,85.45,6.14,0.6,10,"PLTA di Smithhaven, biaya logistik tinggi",Low: ★★★☆☆☆,5.5,3.7,5.2,Petersonbury: pariwisata berkembang,High: 💵💵💵💵
PLTS-NTB-803,58282,16303,46,Catherineburgh: cuaca stabil,Medium: ★★★☆☆,36.27,2.75,0.91,10,"PLTS di Cabreraview, permintaan pasar tinggi",Low: ★★☆☆☆☆,5,3.4,4.4,West Joseph: industri kuat,High: 💵💵💵💵
PLTM-PAPU-804,34644,12481,61,North Angelaborough: cuaca stabil,Medium: ★★★☆☆,98.04,11.15,0.62,16,"PLTM di New Bridget, permintaan pasar tinggi",Low: ★★★★★☆☆☆,5.6,3.7,5.1,Greenshire: ekonomi agro,High: 💵💵💵💵
PLTB-SULTRA-805,47429,19110,31,Oscarstad: debit air kuat,Medium: ★★☆☆☆,100.15,9.39,0.56,23,"PLTB di North Travisport, biaya logistik tinggi",Low: ★★★★☆☆,4.3,3.7,4.9,Alexaton: ekonomi agro,Medium: 💵💵💵
PLTB-NTT-806,43709,17529,45,"Sumba: radiasi matahari tinggi, rawan kekeringan",Medium: ★★★☆☆,54.13,2.74,0.63,14,"PLTB di Reneeview, permintaan pasar tinggi",Low: ★★★★☆☆,4.4,4.5,5.8,Pricebury: ekonomi agro,Low: 💵💵
PLTB-MALUKU-807,57191,25279,43,Cobbtown: cuaca stabil,High: ★★★★☆,182.44,12.46,0.85,60,"PLTB di Brookemouth, akses mudah",High: ★★★☆,6.6,4,5.1,North Patriciafurt: ekonomi agro,High: 💵💵💵💵💵
PLTA-SULS-808,63592,17411,35,East Charlotte: risiko sedang,High: ★★★★☆,193.7,15.8,0.62,54,"PLTA di Heatherhaven, permintaan pasar tinggi",Low: ★★★★★,4.3,3.1,4.2,Robertside: pariwisata berkembang,Low: 💵💵
PLTB-BANTEN-809,59049,17096,66,Gilbertfort: risiko sedang,Medium: ★★★☆☆,114.8,6.76,0.59,55,"PLTB di Garciatown, biaya logistik tinggi",Low: ★★★☆☆☆,4.9,4.4,5.2,West Rachel: industri kuat,Low: 💵💵
PLTM-DIY-810,44576,17900,54,Andrewberg: cuaca stabil,Low: ★☆☆☆☆,212.49,12.51,0.71,33,"PLTM di South Angelafort, tantangan lahan",Medium: ★★☆☆☆☆,5.8,4.4,5.4,Gravesbury: ekonomi agro,Medium: 💵💵💵
PLTB-ACHD-811,20457,15433,35,Linville: radiasi matahari tinggi,Medium: ★★☆☆☆,101.09,8.33,0.56,30,"PLTB di South Amy, biaya logistik tinggi",Medium: ★☆☆☆,4.3,3.5,4.3,Stanleyside: pariwisata berkembang,High: 💵💵💵💵
PLTA-BALI-812,61214,15355,37,Port Brendanside: risiko sedang,Medium: ★★☆☆☆,127.17,11.04,0.65,13,"PLTA di South Bradley, akses mudah",Medium: ★★★★★☆☆,2.6,4.5,5.9,Port Michelle: industri kuat,High: 💵💵💵💵
PLTB-PAPU-813,39498,14110,38,North Carriestad: cuaca stabil,Low: ★☆☆☆☆,112.2,9.48,0.41,41,"PLTB di Bradyview, biaya logistik tinggi",Low: ★★☆☆☆,4.1,4.8,5.5,South Edward: industri kuat,Low: 💵💵
PLTM-JATIM-814,43703,13066,36,Vegashire: risiko sedang,Medium: ★★☆☆☆,181.77,14.11,0.55,15,"PLTM di Escobarfurt, tantangan lahan",High: ★★☆☆☆,5.2,4.2,5.4,West Patrick: pariwisata berkembang,Medium: 💵💵💵
PLTM-DIY-815,43247,13224,41,Gayberg: risiko sedang,Medium: ★★★☆☆,126.32,17.54,0.67,46,"PLTM di New Jaclynton, tantangan lahan",Medium: ★☆☆,6.9,4.7,5.8,South Beverlyton: industri kuat,Medium: 💵💵💵
PLTB-JATENG-816,53014,17853,18,Thomasburgh: risiko sedang,Medium: ★★★☆☆,150.9,15.73,0.54,37,"PLTB di Lake Brent, tantangan lahan",Medium: ★☆,5.3,4.4,5.1,Davidstad: industri kuat,High: 💵💵💵💵💵
PLTS-DIY-817,68230,19910,26,Lake Alyssa: radiasi matahari tinggi,Medium: ★★★☆☆,85.62,5.31,0.74,19,"PLTS di Port Jeffrey, akses mudah",Medium: ★★★★☆☆,4.3,4.1,4.9,Karenbury: ekonomi agro,Medium: 💵💵💵
PLTB-JATENG-818,61788,23244,57,South Todd: cuaca stabil,Medium: ★★★☆☆,165.31,12.46,0.48,55,"PLTB di West Rebeccafort, tantangan lahan",Low: ★☆☆☆☆,6.6,3.6,4.8,South Williamstad: industri kuat,Medium: 💵💵💵
PLTA-KALSEL-819,60595,15778,60,West Jordanhaven: debit air kuat,Medium: ★★★☆☆,188.21,21.56,0.55,36,"PLTA di West Erica, tantangan lahan",Medium: ★★★★★☆☆☆☆,4,3.7,4.8,Manuelmouth: ekonomi agro,Medium: 💵💵💵
PLTS-DIY-820,75873,23032,15,South Melissachester: cuaca stabil,Medium: ★★★☆☆,173.52,20.73,0.65,46,"PLTS di Hicksshire, akses mudah",Medium: ★★★,5.5,4.3,5.4,Port Cassiefurt: industri kuat,High: 💵💵💵💵
PLTA-KALTIM-821,59316,19581,40,Thomasborough: cuaca stabil,High: ★★★★☆,110.2,8.27,0.63,37,"PLTA di Lewisfurt, akses mudah",Medium: ★☆☆☆,4.7,4.2,5.3,Michaelside: industri kuat,Medium: 💵💵💵
PLTB-JABW-822,58331,23131,46,Port Sara: risiko sedang,Medium: ★★☆☆☆,84.61,6.18,0.6,48,"PLTB di Reidstad, akses mudah",Low: ★★★★☆,3.5,4.7,5.7,Dawnstad: pertumbuhan stabil,Low: 💵💵
PLTS-GORONT-823,80720,31827,28,North Ericaton: risiko sedang,High: ★★★★★,178.7,13.9,0.58,20,"PLTS di South Emily, tantangan lahan",High: ★★★★★☆,4.4,4.8,5.7,Maxwellton: ekonomi agro,High: 💵💵💵💵
PLTA-GORONT-824,56994,10499,62,Anitafort: debit air kuat,High: ★★★★☆,202.61,16.6,0.58,56,"PLTA di North Latasha, biaya logistik tinggi",Medium: ★★☆☆,5.3,5.1,5.6,Olivialand: pertumbuhan stabil,High: 💵💵💵💵
PLTB-NTB-825,57820,14353,44,Charlesfort: radiasi matahari tinggi,Low: ★☆☆☆☆,137.61,9.83,0.6,20,"PLTB di Rodriguezburgh, tantangan lahan",High: ★★★★,4.1,4.5,5,Port Jonathan: pertumbuhan stabil,Low: 💵💵
PLTA-DIY-826,55397,16693,27,Wrightville: debit air kuat,Medium: ★★☆☆☆,160.12,7.82,0.6,33,"PLTA di Baileyfort, akses mudah",Low: ★★★★★☆☆☆☆,3.9,4.2,4.9,Michaelmouth: industri kuat,Medium: 💵💵💵
PLTM-BANTEN-827,31843,12881,47,South Jennifer: risiko sedang,Medium: ★★☆☆☆,147.1,7.31,0.66,57,"PLTM di Doylestad, akses mudah",Medium: ★★★★,6.4,5.4,6.4,South Amyburgh: industri kuat,Medium: 💵💵💵
PLTM-KALB-828,40517,6658,70,South Amanda: cuaca stabil,Medium: ★★☆☆☆,188.81,13.28,0.72,34,"PLTM di Samuelview, biaya logistik tinggi",Low: ★★★★★☆☆☆,4.8,3.8,4.9,North Ryanbury: ekonomi agro,Low: 💵💵
PLTB-KALTIM-829,39366,22086,29,Hartmanstad: cuaca stabil,Low: ★☆☆☆☆,97.5,6.03,0.68,27,"PLTB di Lynchton, biaya logistik tinggi",High: ★☆,4.5,3.3,4.1,East Wesleyshire: pertumbuhan stabil,Low: 💵💵
PLTA-MALUKU-830,49679,13276,27,Carrillomouth: debit air kuat,Medium: ★★★☆☆,255.56,16.05,0.57,31,"PLTA di Meyerview, tantangan lahan",Medium: ★★★☆☆☆,4.7,3.8,5,Port Charles: ekonomi agro,Medium: 💵💵💵
PLTB-JABAR-831,59481,16776,26,Caseyland: debit air kuat,High: ★★★★☆,213.72,16.69,0.77,32,"PLTB di Lake Walterfort, permintaan pasar tinggi",High: ★★★★☆☆☆,3.2,4.1,5.7,Fowlerland: pertumbuhan stabil,Low: 💵💵
PLTS-NTT-832,69701,23872,37,"Sumba: radiasi matahari tinggi, rawan kekeringan",High: ★★★★★,122.06,9,0.57,58,"PLTS di Port Thomas, akses mudah",High: ★★★★,4.5,4.6,5.7,Reyeston: ekonomi agro,Medium: 💵💵💵
PLTM-DIY-833,36754,14425,52,Marystad: cuaca stabil,High: ★★★★★,111.29,7.56,0.6,30,"PLTM di East Robinmouth, biaya logistik tinggi",High: ★★★☆,4.2,3.7,4.5,Port Natashahaven: ekonomi agro,High: 💵💵💵💵💵
PLTB-ACHD-834,71245,6904,42,Michaelberg: debit air kuat,High: ★★★★☆,236.28,19.48,0.68,60,"PLTB di Jonesbury, biaya logistik tinggi",Medium: ★☆,5.1,3.7,4,New Jonathanfurt: ekonomi agro,Medium: 💵💵💵
PLTM-SULU-835,36438,9673,46,Hamiltonmouth: risiko sedang,High: ★★★★★,125.05,14.37,0.84,46,"PLTM di Jaclynville, biaya logistik tinggi",Low: ★★★,5.2,3.8,4.4,South Kayla: industri kuat,Medium: 💵💵💵
